0.00001	0.7905000000000001	1.e-90
0.00001	1.2905000000000002	1.e-90
0.00001	1.7905000000000002	1.e-90
0.00001	2.2905	1.e-90
0.00001	2.7905	1.e-90
0.00001	3.2905	1.e-90
0.00001	3.7905	1.e-90
0.00001	4.2905	1.e-90
0.00001	4.7905	1.e-90
0.00001	5.2905	1.e-90
0.00001	5.7905	1.e-90
0.00001	6.2905	1.e-90
0.00001	6.7905	1.e-90
0.00001	7.2905	1.e-90
0.00001	7.7905	1.e-90
0.00001	8.2905	1.e-90
0.00001	8.7905	1.e-90
0.00001	9.2905	1.e-90
0.00001	9.7905	1.e-90
0.00001	10.5	1.e-90
0.00001	11.5	1.e-90
0.00001	12.5	1.e-90
0.00001	13.5	1.e-90
0.00001	14.5	1.e-90
0.00001	15.5	1.e-90
0.00001	16.5	1.e-90
0.00001	17.5	1.e-90
0.00001	18.5	1.e-90
0.00001	19.5	1.e-90
0.00001	20.5	1.e-90
0.00001	21.5	1.e-90
0.00001	22.5	1.e-90
0.00001	23.5	1.e-90
0.00001	24.5	1.e-90
0.00001	25.5	1.e-90
0.00001	26.5	1.e-90
0.00001	27.5	1.e-90
0.00001	28.5	1.e-90
0.00001	29.5	1.e-90
0.00001	30.5	1.e-90
0.00001	32.	1.e-90
0.00001	34.	1.e-90
0.00001	36.	1.e-90
0.00001	38.	1.e-90
0.00001	40.	1.e-90
0.00001	42.	1.e-90
0.00001	44.	1.e-90
0.00001	46.	1.e-90
0.00001	48.	1.e-90
0.00001	50.	1.e-90
0.00001	52.	1.e-90
0.00001	54.	1.e-90
0.00001	56.	1.e-90
0.00001	58.	1.e-90
0.00001	60.	1.530479825515904e-84
0.00001	64.99999999999999	1.6448499499082217e-15
0.00001	77.99243258443339	1.e-90
0.00001	93.58183908365214	1.e-90
0.00001	112.28731193629278	1.4037804974155679e-40
0.00001	134.73170163505478	1.0330157611952398e9
0.00001	161.66235625781547	1.7830098748427265e9
0.00001	193.97600649043585	8.60698498355959e8
0.00001	232.74862475696824	6.479412799530302e8
0.00001	279.27125269965285	1.3283596762575068e9
0.00001	335.09298998381445	1.5081812966200223e9
0.00001	402.0725758589057	1.692079676565171e9
0.00001	482.4402810265414	2.2405811593203306e9
0.00001	578.872170676579	3.2470452348549786e9
0.00001	694.5792114845804	2.299190623305996e9
0.00001	833.41418963477	2.0926838829356358e9
0.00001	1000.	3.0044864439404044e9
0.00001	1099.9999999999998	3.7653770128214746e9
0.00001	1202.4439219798649	5.131002392366926e9
0.00001	1314.4285322784726	4.619623922041264e9
0.00001	1436.842363195604	4.711818517493635e9
0.00001	1570.6566967888532	4.579030112088593e9
0.00001	1716.933271427935	4.2310333929398413e9
0.00001	1876.8327060668425	4.0271953505337358e9
0.00001	2051.6237090755435	4.778233340529166e9
0.00001	2242.693144697886	4.723890220064875e9
0.00001	2451.557037007167	4.5467099738669195e9
0.00001	2679.872598669305	4.913244442102865e9
0.00001	2929.4513799548113	5.28511505481134e9
0.00001	3202.273642329262	5.40207663208637e9
0.00001	3500.504070668315	5.063927348551592e9
0.00001	3826.5089487644473	4.7257171879874e9
0.00001	4182.874934403067	5.813578647445671e9
0.00001	4572.429582977177	6.107679362527205e9
0.00001	4998.263782483483	5.987320409852914e9
0.00001	5463.756277908505	5.939511927980508e9
0.00001	5972.600479591285	6.450607022664638e9
0.00001	6528.8337682714255	6.124276722135329e9
0.00001	7136.869529340796	6.211713610036464e9
0.00001	7801.532170471948	6.312310113623586e9
0.00001	8528.095400467619	6.253569239677391e9
0.00001	9322.324073051575	6.254792328029358e9
0.00001	10190.51992760677	5.819301958771007e9
0.00001	11139.57158978678	5.265016676266409e9
0.00001	12177.009228726065	4.836136501278769e9
0.00001	13311.064304522193	4.779411849447415e9
0.00001	14550.734880050746	4.0935565036346855e9
0.00001	15905.857015324982	3.6859286242317395e9
0.00001	17387.18281087117	3.304819370038553e9
0.00001	19006.465719349842	2.8429307843849454e9
0.00001	20776.553802318987	2.4972008935370827e9
0.00001	22711.491672078297	2.1966093199623137e9
0.00001	24826.631927442613	1.8239655778859127e9
0.00001	27138.756967622397	1.4448895829387615e9
0.00001	29666.212150732972	1.1751258977056568e9
0.00001	32429.051353467356	8.163565748027328e8
0.00001	35449.196086863405	5.401590592481741e8
0.00001	38750.60943065575	3.469934296060394e8
0.00001	42359.48616627968	2.161013088209558e8
0.00001	46304.46061712099	1.0230125938218269e8
0.00001	50616.833845102985	3.575427812240937e-50
0.00001	55330.82200628063	1.e-90
0.00001	60483.82783600174	1.e-90
0.00001	66116.73741770626	1.e-90
0.00001	72274.24459005421	1.e-90
0.00001	79005.20556636076	1.e-90
0.00001	86363.02658003665	1.e-90
0.00001	94406.08763177329	1.e-90
0.00003	0.7905000000000001	1.e-90
0.00003	1.2905000000000002	1.e-90
0.00003	1.7905000000000002	1.e-90
0.00003	2.2905	1.e-90
0.00003	2.7905	1.e-90
0.00003	3.2905	1.e-90
0.00003	3.7905	1.e-90
0.00003	4.2905	1.e-90
0.00003	4.7905	1.e-90
0.00003	5.2905	1.e-90
0.00003	5.7905	1.e-90
0.00003	6.2905	1.e-90
0.00003	6.7905	1.e-90
0.00003	7.2905	1.e-90
0.00003	7.7905	1.e-90
0.00003	8.2905	1.e-90
0.00003	8.7905	1.e-90
0.00003	9.2905	1.e-90
0.00003	9.7905	1.e-90
0.00003	10.5	1.e-90
0.00003	11.5	1.e-90
0.00003	12.5	6.008223819123532e-89
0.00003	13.5	6.787320703816131e-87
0.00003	14.5	1.59828571515051e-89
0.00003	15.5	1.e-90
0.00003	16.5	1.e-90
0.00003	17.5	1.e-90
0.00003	18.5	1.e-90
0.00003	19.5	8.91489818564025e-63
0.00003	20.5	2.179595146097191e-21
0.00003	21.5	3.3250110784977206e-9
0.00003	22.5	8.112346792681672e-47
0.00003	23.5	8.557748893727949e-83
0.00003	24.5	1.e-90
0.00003	25.5	1.e-90
0.00003	26.5	1.e-90
0.00003	27.5	1.e-90
0.00003	28.5	1.e-90
0.00003	29.5	1.e-90
0.00003	30.5	5.890635904302593e-90
0.00003	32.	3.3454372685610945e-88
0.00003	34.	1.931416935124259e-74
0.00003	36.	2.6355534891656516e-27
0.00003	38.	1.2423803507074814e9
0.00003	40.	1.1802153475600176e9
0.00003	42.	1.1239729597372584e9
0.00003	44.	1.4874859348019242e-26
0.00003	46.	3.460735128863023e-63
0.00003	48.	9.01405372622151e-75
0.00003	50.	4.635171490636734e-41
0.00003	52.	1.1346446764410893e-8
0.00003	54.	1.927306170170309e9
0.00003	56.	2.2920520994309225e9
0.00003	58.	2.709296409790239e9
0.00003	60.	2.926262133376198e9
0.00003	64.99999999999999	1.6680928842383008e9
0.00003	77.99243258443339	1.2312563905845737e9
0.00003	93.58183908365214	1.8143392108583763e9
0.00003	112.28731193629278	1.7159978211277761e9
0.00003	134.73170163505478	1.4961876603073337e9
0.00003	161.66235625781547	1.707293444506423e9
0.00003	193.97600649043585	3.645315936435572e9
0.00003	232.74862475696824	4.353867248936046e9
0.00003	279.27125269965285	4.65867191666085e9
0.00003	335.09298998381445	4.619162857528246e9
0.00003	402.0725758589057	5.588212769813857e9
0.00003	482.4402810265414	7.633318685378133e9
0.00003	578.872170676579	7.92132120767428e9
0.00003	694.5792114845804	7.540126097047349e9
0.00003	833.41418963477	8.295196470830778e9
0.00003	1000.	8.349434484493761e9
0.00003	1099.9999999999998	6.672084600110661e9
0.00003	1202.4439219798649	5.930212261384794e9
0.00003	1314.4285322784726	6.329156803286379e9
0.00003	1436.842363195604	7.067981491069673e9
0.00003	1570.6566967888532	8.24147091792959e9
0.00003	1716.933271427935	9.549914559143839e9
0.00003	1876.8327060668425	9.975586037949911e9
0.00003	2051.6237090755435	1.0147950509293892e10
0.00003	2242.693144697886	1.0708719319488014e10
0.00003	2451.557037007167	1.154143756502737e10
0.00003	2679.872598669305	1.2459893262765944e10
0.00003	2929.4513799548113	1.3150977621767063e10
0.00003	3202.273642329262	1.407546404048889e10
0.00003	3500.504070668315	1.4647226037505833e10
0.00003	3826.5089487644473	1.4850684260647673e10
0.00003	4182.874934403067	1.5451926964267855e10
0.00003	4572.429582977177	1.5326624583802639e10
0.00003	4998.263782483483	1.5195148866418808e10
0.00003	5463.756277908505	1.5145165756200348e10
0.00003	5972.600479591285	1.5162454108500252e10
0.00003	6528.8337682714255	1.46678894154877e10
0.00003	7136.869529340796	1.4196392418182116e10
0.00003	7801.532170471948	1.3604189411853714e10
0.00003	8528.095400467619	1.2855666976731606e10
0.00003	9322.324073051575	1.2057822680899464e10
0.00003	10190.51992760677	1.0823794439534948e10
0.00003	11139.57158978678	9.715378573234426e9
