0.02	1.	0	0	0	0	0	0	0	0
0.03	0.9999999999999999	0	0	0	0	0	0	0	0
0.04	1.	0	0	0	0	0	0	0	0
0.05	1.	0	0	0	0	0	0	0	0
0.06	0.9999999999999999	0	0	0	0	0	0	0	0
0.07	1.	0	0	0	0	0	0	0	0
0.08	1.	0	0	0	0	0	0	0	0
0.09000000000000001	1.	0	0	0	0	0	0	0	0
0.1	1.	0	0	0	0	0	0	0	0
0.11	1.	0	0	0	0	0	0	0	0
0.12000000000000001	0.9999999999999999	0	0	0	0	0	0	0	0
0.13	1.	0	0	0	0	0	0	0	0
0.13999999999999999	1.	0	0	0	0	0	0	0	0
0.15	0.9999999999999999	0	0	0	0	0	0	0	0
0.16	1.	0	0	0	0	0	0	0	0
0.16999999999999998	1.	0	0	0	0	0	0	0	0
0.18	1.	0	0	0	0	0	0	0	0
0.19	1.	0	0	0	0	0	0	0	0
0.19999999999999998	1.	0	0	0	0	0	0	0	0
0.21	1.	0.	0	0	0	0	0	0	0
0.22	0.0010825259742953963	0.9989174740257047	0	0	0	0	0	0	0
0.22999999999999998	0.00037952927714653405	0.9996204707228533	0	0	0	0	0	0	0
0.24	0.0002193353326783568	0.9997806646673215	0	0	0	0	0	0	0
0.25	0.0001532158734494021	0.9998467841265506	0	0	0	0	0	0	0
0.26	0.00011822840360254076	0.9998817715963975	0	0	0	0	0	0	0
0.27	0.00009695310084794206	0.999903046899152	0	0	0	0	0	0	0
0.28	0.00008280889622730683	0.9999171911037728	0	0	0	0	0	0	0
0.29000000000000004	0.000019461075352630865	0.26729250994798043	0.732688028976667	0	0	0	0	0	0
0.30000000000000004	0.000014201261121975534	0.21715359844196105	0.7828322002969169	0	0	0	0	0	0
0.31	0.000011691714937507552	0.19579641505607123	0.8041918932289913	0	0	0	0	0	0
0.32	0.000010083790626974254	0.18257099061302967	0.8174189255963432	0	0	0	0	0	0
0.33	9.027792990450662e-6	0.17489457648577525	0.8250963957212344	0	0	0	0	0	0
0.34	8.043621510018564e-6	0.1653361320381049	0.8346558243403851	0	0	0	0	0	0
0.35000000000000003	7.45281221413216e-6	0.1614083721226081	0.8385841750651779	0	0	0	0	0	0
0.36000000000000004	6.846262294652653e-6	0.1553142390085784	0.844678914729127	0	0	0	0	0	0
0.37000000000000005	6.411982833192593e-6	0.15161955792505455	0.8483740300921122	0	0	0	0	0	0
0.38	5.979706971537088e-6	0.14676262451898056	0.8532313957740479	0	0	0	0	0	0
0.39	5.629658508176176e-6	0.14289385113750042	0.8571005192039914	0	0	0	0	0	0
0.4	5.2985245418951505e-6	0.1386487234519365	0.8613459780235216	0	0	0	0	0	0
0.41000000000000003	5.044859681256971e-6	0.13572117233421868	0.8642737828061	0	0	0	0	0	0
0.42000000000000004	4.711858936526126e-6	0.1300118165126389	0.8699834716284246	0	0	0	0	0	0
0.43000000000000005	4.567607392366491e-6	0.12898800248771358	0.871007429904894	0	0	0	0	0	0
0.44	4.344742189651728e-6	0.12533650001221752	0.874659155245593	0	0	0	0	0	0
0.45	4.1675954876502816e-6	0.12260974607151298	0.8773860863329994	0	0	0	0	0	0
0.46	4.012322961176079e-6	0.12020193387036215	0.8797940538066767	0	0	0	0	0	0
0.47000000000000003	3.819725351482684e-6	0.1163700102317197	0.8836261700429289	0	0	0	0	0	0
0.48000000000000004	3.717700997710259e-6	0.1150408909640766	0.8849553913349257	0	0	0	0	0	0
0.49000000000000005	3.5929117795402444e-6	0.11280271728222177	0.8871936898059987	0	0	0	0	0	0
0.5	3.4532606717440505e-6	0.10989265414414355	0.8901038925951847	0	0	0	0	0	0
0.51	3.3809071928722092e-6	0.10895552854166485	0.8910410905511422	0	0	0	0	0	0
0.52	3.284271353334831e-6	0.10709693070764041	0.8928997850210062	0	0	0	0	0	0
0.53	3.1661110615255533e-6	0.10439080736489363	0.895606026524045	0	0	0	0	0	0
0.54	3.093788979245691e-6	0.1030691237562296	0.8969277824547911	0	0	0	0	0	0
0.55	3.0387111079999486e-6	0.10222505112513706	0.8977719101637549	0	0	0	0	0	0
0.56	2.9847208851831343e-6	0.10133324115273727	0.8986637741263775	0	0	0	0	0	0
0.5700000000000001	2.832390662901588e-6	0.09699552214352396	0.8834489091188213	0	0.019552736346991693	0	0	0	0
0.5800000000000001	2.7399510366112387e-6	0.0945974656555515	0.8780610565685308	0	0.027338737824880995	0	0	0	0
0.5900000000000001	2.676462684622431e-6	0.09311936094308432	0.8734613114261993	0	0.033416651168031705	0	0	0	0
